Character Number	State Number	SimJ Partial Precision
103	0	0.0
67	0	0.0018314657634061324
67	1	0.0018314657634061324
17	1	0.0023094688221709007
17	0	0.0023094688221709007
176	1	0.0
176	0	0.0
37	1	0.5
37	0	0.17647058823529413
36	0	0.14583333333333334
36	1	0.2525323359825464
79	1	0.0
79	0	0.0
40	1	0.4387755102040816
40	2	0.002171388173509064
40	0	0.002171388173509064
143	1	0.0
143	0	0.0
10	0	0.0
10	1	0.05167173252279635
10	2	0.0
47	0	0.002336448598130841
47	1	0.018411490221966205
27	0	0.04525862068965517
27	1	0.04525862068965517
125	2	0.0
125	1	0.4870013844423293
125	0	0.0
45	1	0.14285714285714285
45	0	0.0
99	1	1.0
99	0	1.0
128	0	0.0
128	1	0.0
42	1	0.0
42	2	0.0
42	0	0.0
175	1	0.0756578947368421
175	0	0.08522727272727273
101	1	0.0
101	0	0.0
46	1	0.0478459778879146
46	0	0.0478459778879146
184	1	0.4406779661016949
184	0	0.4406779661016949
184	2	0.4406779661016949
184	3	0.0
146	1	0.0059621827267049
146	0	0.0047983548497657945
148	2	0.0
148	0	0.0
148	1	0.0
162	1	1.0
162	0	1.0
104	1	0.5634920634920635
104	0	1.0
152	0	0.0
152	1	0.0
196	0	0.2759015768451984
196	2	0.6
196	1	0.0
59	1	0.0
59	0	0.0
89	1	0.0
89	0	0.0
106	1	0.06421821305841924
106	0	0.0
80	1	1.0
80	0	1.0
102	2	1.0
102	1	0.017857142857142856
102	0	0.1092314118629908
96	1	1.0
96	0	1.0
49	1	0.0
49	0	0.0
8	1	0.0
8	0	0.0
14	0	2.559967232419425e-05
14	1	0.45161290322580644
133	1	0.0
133	0	0.0
118	1	1.0
118	0	1.0
87	0	0.0
87	1	0.0
177	0	1.0
177	1	1.0
136	1	1.0
136	0	1.0
71	2	0.0023385503630470295
71	1	0.002853470644819698
71	0	1.0
66	1	0.0
66	0	0.0
91	1	0.21768707482993196
91	0	3.652567755131858e-05
130	0	0.0
130	1	0.0
167	1	0.0
167	0	0.0
4	1	0.0
4	0	0.0
64	1	0.002290845780262073
64	0	0.0255885363357216
88	1	1.0
88	0	1.0
198	1	0.13043478260869565
198	0	0.09224011713030747
119	1	0.0
119	0	0.0
129	1	0.2848649105847082
129	0	0.27935408283326973
61	0	0.9468085106382979
61	1	0.9468085106382979
181	2	0.20071982281284606
181	1	0.008412136682717411
181	0	0.23280755556808855
12	1	0.10256410256410256
12	0	0.0
85	1	0.007466401194624191
85	2	1.0
85	0	0.008130081300813009
149	1	1.0
149	0	1.0
11	1	0.0
11	0	0.0
163	0	0.8
163	1	1.0
35	0	0.0
35	1	0.0
30	1	0.0016895969104513638
30	0	0.0
131	1	0.0
131	0	0.0
33	4	1.0
33	1	0.8088235294117647
33	2	0.0
33	3	0.65
33	0	0.0
127	2	0.0913907284768212
127	0	0.04774223460328749
127	1	0.5163237438072684
182	0	1.0
182	1	0.0
182	2	0.0
113	1	0.0
113	0	0.0
158	1	0.1
158	0	0.0
183	1	0.36
183	0	0.36
179	1	0.0
179	0	0.0
5	1	0.2648221343873518
5	2	0.0
5	0	0.0
65	2	0.0022619467038381613
65	0	0.001594896331738437
65	1	0.0029850746268656717
65	3	0.0
98	2	0.08887408394403731
98	0	0.0
98	1	0.0
22	0	0.0
22	1	0.0
7	1	0.0
7	0	0.0
112	0	0.0
112	1	0.0
58	1	0.0
58	0	0.0
141	1	0.003510825043885313
141	0	0.0043541364296081275
95	1	0.262987012987013
95	0	0.0
161	1	0.0
161	0	0.0
190	0	1.0
190	1	0.55
190	2	0.0
73	1	0.04905660377358491
73	0	0.06435643564356436
94	0	0.0
94	2	0.0
94	1	0.0
76	0	0.0
76	1	0.0
107	1	0.3783783783783784
107	0	0.3783783783783784
75	1	0.7105263157894737
75	0	0.6230769230769231
6	2	0.3689114266396214
6	0	0.5012406947890818
6	3	0.0
6	4	0.0
6	1	0.5
78	1	1.0
78	0	1.0
31	1	0.0
31	0	0.0
147	1	0.9310344827586207
147	0	0.9310344827586207
105	1	0.0
105	0	0.0
69	1	0.0
69	0	0.0
178	0	0.0
178	1	0.0
115	3	0.0
115	2	0.0
115	1	0.0
115	0	0.0
170	2	1.0
170	0	0.0
170	1	1.0
51	0	0.5
51	2	1.0
51	1	0.15384615384615385
160	1	0.0
160	0	0.0
93	1	0.47692307692307695
93	0	0.47692307692307695
109	1	1.0
109	0	1.0
3	1	0.0
3	0	0.0
38	0	0.3870967741935484
38	1	0.3090128755364807
38	2	0.3090128755364807
20	0	0.0
20	1	0.0
44	1	0.0
44	0	0.0
153	1	0.19298245614035087
153	0	0.19298245614035087
32	0	0.0
32	1	0.0
180	1	1.0
180	2	1.0
180	0	1.0
122	1	0.004022121669180492
122	0	0.0
159	0	0.002392007879555368
159	1	0.0028633990230756273
169	0	0.0
169	1	0.0
9	1	0.03007518796992481
9	0	0.0
18	1	0.002213448193347691
18	0	0.002213448193347691
97	1	0.0026055237102657635
97	0	0.0
172	1	0.0
172	0	0.0
185	1	0.001955967976710335
185	0	0.0
82	1	0.3621998587570621
82	2	0.501675041876047
82	0	0.36030740093240093
55	0	0.0
55	1	0.0035028955634079308
55	2	1.0
174	1	1.0
174	0	1.0
28	1	0.007233273056057866
28	0	0.0
60	1	0.10526315789473684
60	0	1.0
23	1	0.0
23	0	0.0
166	2	0.0
166	0	0.4524177004981928
166	1	0.0
145	0	0.0
145	3	0.0
145	1	0.0
145	2	0.0
100	1	0.0
100	0	0.9714285714285714
200	0	0.0
200	1	0.0
164	1	0.00950889361226088
164	0	0.007592675301473872
70	3	0.005901287553648069
70	0	0.2909090909090909
70	2	0.0019178625752265062
70	1	0.001471259702704074
83	1	0.44716242661448136
83	0	0.0
74	0	1.0
74	1	1.0
86	1	0.2300395256916996
86	0	0.0
56	0	0.0
56	1	0.0
139	1	0.2978723404255319
139	0	0.0
132	1	0.7317073170731707
132	0	0.2797427652733119
62	1	0.0
62	0	0.0
108	1	0.0
108	0	0.0
157	1	1.0
157	0	1.0
195	1	1.0
195	0	0.7222222222222222
15	1	0.0
15	0	0.0
81	1	0.22058823529411764
81	0	0.0
84	0	1.0
84	1	1.0
193	1	0.0011478764286070768
193	0	0.0013759272553242401
194	0	0.5573770491803278
194	1	0.0
154	1	0.0
154	0	0.0
165	1	0.023611345967639183
165	0	0.021929824561403508
199	0	0.0
199	1	0.3625
192	1	0.0
192	0	0.0
126	1	0.0
126	0	0.0
68	1	0.6931818181818182
68	0	0.0
21	0	0.0
21	1	0.1834862385321101
201	0	0.0
201	2	1.0
201	1	0.375
13	0	0.004310344827586207
13	1	0.0
25	1	0.0
25	0	0.0
72	1	0.0
72	0	0.0
135	1	0.32038834951456313
135	0	0.32038834951456313
137	2	0.0
137	1	1.0
137	0	1.0
123	1	0.0
123	0	0.0
26	1	0.625
26	0	0.0017517517517517517
53	0	0.2807017543859649
53	1	0.0
16	0	0.0
16	1	0.0
150	0	0.0
150	1	0.0
150	2	0.0
150	3	0.0
187	0	0.0
187	1	0.0
