Character Number	State Number	Curator 1 EQ Number	Curator 2 EQ Number	SimJ Score	NIC Score
1	0	AI_EQ_1	EQ_1	0.0030303030303030303	0.37262597023437555
1	0	AI_EQ_1	EQ_2	0.15853658536585366	0.8894671152861489
1	0	AI_EQ_2	EQ_1	0.18181818181818182	0.8000731011472263
1	0	AI_EQ_2	EQ_2	0.0013540961408259986	0.3714102989829223
1	0	AI_EQ_3	EQ_1	1.0	0.8597206924451644
1	0	AI_EQ_3	EQ_2	0.00261437908496732	0.37262597023437555
1	1	AI_EQ_1	EQ_1	0.0015785319652722968	0.3714102989829223
1	1	AI_EQ_1	EQ_2	0.15853658536585366	0.8894671152861489
1	1	AI_EQ_2	EQ_1	0.0015785319652722968	0.3714102989829223
1	1	AI_EQ_2	EQ_2	0.15853658536585366	0.8894671152861489
1	1	AI_EQ_3	EQ_1	1.0	0.8268156128434346
1	1	AI_EQ_3	EQ_2	0.0013540961408259986	0.3714102989829223
1	2	AI_EQ_1	EQ_1	0.0015785319652722968	0.3714102989829223
1	2	AI_EQ_1	EQ_2	0.15853658536585366	0.8894671152861489
1	2	AI_EQ_2	EQ_1	0.0015785319652722968	0.3714102989829223
1	2	AI_EQ_2	EQ_2	0.15853658536585366	0.8894671152861489
1	2	AI_EQ_3	EQ_1	1.0	0.8248095226320111
1	2	AI_EQ_3	EQ_2	0.0013540961408259986	0.3714102989829223
2	0	AI_EQ_1	EQ_1	0.564935064935065	0.8679145844014362
2	1	AI_EQ_1	EQ_1	0.564935064935065	0.8679145844014362
2	1	AI_EQ_1	EQ_2	0.07581227436823104	0.8192090758307077
2	1	AI_EQ_1	EQ_3	0.08300395256916997	0.8192090758307077
3	0	AI_EQ_1	EQ_1	0.005211267605633803	0.6862450438390629
3	1	AI_EQ_1	EQ_1	0.005211267605633803	0.6862450438390629
4	0	AI_EQ_1	EQ_1	0.4	0.6731776663601582
4	1	AI_EQ_1	EQ_1	0.4	0.6731776663601582
5	0	AI_EQ_1	EQ_1	0.34831460674157305	0.7691046685903521
5	0	AI_EQ_1	EQ_2	0.11731843575418995	0.696814977450745
5	0	AI_EQ_2	EQ_1	0.24	0.7086761911168565
5	0	AI_EQ_2	EQ_2	0.18181818181818182	0.7210940075812852
5	1	AI_EQ_1	EQ_1	0.34831460674157305	0.7691046685903521
5	1	AI_EQ_1	EQ_2	0.16279069767441862	0.7521145146772682
5	1	AI_EQ_2	EQ_1	0.34782608695652173	0.7691046685903521
5	1	AI_EQ_2	EQ_2	0.18181818181818182	0.7521145146772682
5	2	AI_EQ_1	EQ_1	0.34831460674157305	0.7305619837925558
5	2	AI_EQ_1	EQ_2	0.16279069767441862	0.7210940075812852
5	2	AI_EQ_2	EQ_1	0.34782608695652173	0.7305619837925558
5	2	AI_EQ_2	EQ_2	0.18181818181818182	0.7210940075812852
6	0	AI_EQ_1	EQ_1	0.7798165137614679	0.7841668206698776
6	0	AI_EQ_1	EQ_2	0.0019558664488368346	0.5550874851017091
6	0	AI_EQ_2	EQ_1	0.1093951093951094	0.5550874851017091
6	0	AI_EQ_2	EQ_2	0.007854007854007854	0.5661814451312499
6	1	AI_EQ_1	EQ_1	0.5751014884979703	0.8310702894968192
6	1	AI_EQ_1	EQ_2	0.004799277285302919	0.556713149464945
6	1	AI_EQ_2	EQ_1	0.0071950565728957985	0.5653085504505951
6	1	AI_EQ_2	EQ_2	0.24566473988439305	0.8110151838744357
6	2	AI_EQ_1	EQ_1	0.006703998738070826	0.5653085504505951
6	2	AI_EQ_1	EQ_2	0.005437911841852728	0.556713149464945
6	2	AI_EQ_2	EQ_1	0.2125	0.8560533707353247
6	2	AI_EQ_2	EQ_2	0.5542043984476067	0.8894671152861489
6	3	AI_EQ_1	EQ_1	0	0
6	3	AI_EQ_2	EQ_1	0	0
6	4	AI_EQ_1	EQ_1	0	0
7	0	AI_EQ_1	EQ_1	0.07462686567164178	0.8289003930493086
7	1	AI_EQ_1	EQ_1	0.10204081632653061	0.8289003930493086
8	0	AI_EQ_1	EQ_1	0.08936170212765958	0.8095177586121066
8	0	AI_EQ_1	EQ_2	0.9767441860465116	0.8597206924451644
8	0	AI_EQ_1	EQ_3	0.08936170212765958	0.8095177586121066
8	0	AI_EQ_1	EQ_4	0.9767441860465116	0.8597206924451644
8	0	AI_EQ_2	EQ_1	0.9767441860465116	0.8636599077480517
8	0	AI_EQ_2	EQ_2	0.09012875536480687	0.8095177586121066
8	0	AI_EQ_2	EQ_3	0.9767441860465116	0.8636599077480517
8	0	AI_EQ_2	EQ_4	0.09012875536480687	0.8095177586121066
8	1	AI_EQ_1	EQ_1	0.7011494252873564	0.8597206924451644
8	1	AI_EQ_1	EQ_2	0.7011494252873564	0.8597206924451644
8	1	AI_EQ_1	EQ_3	0.7011494252873564	0.8597206924451644
8	1	AI_EQ_1	EQ_4	0.7011494252873564	0.8597206924451644
9	0	AI_EQ_1	EQ_1	0.10864197530864197	0.6964617862407121
9	1	AI_EQ_1	EQ_1	0.07801418439716312	0.6964617862407121
10	0	AI_EQ_1	EQ_1	0.28743961352657005	0.8597206924451644
10	1	AI_EQ_1	EQ_1	0.28743961352657005	0.8832063484213408
10	2	AI_EQ_1	EQ_1	0.28743961352657005	0.8597206924451644
11	0	AI_EQ_1	EQ_1	0.6606217616580311	0.7295684019380646
11	1	AI_EQ_1	EQ_1	0.8762886597938144	0.8725396812405707
11	1	AI_EQ_1	EQ_2	0.20174050632911392	0.662977684192463
11	1	AI_EQ_2	EQ_1	0.19318181818181818	0.662977684192463
11	1	AI_EQ_2	EQ_2	0.8762886597938144	0.8776059016200373
12	0	AI_EQ_1	EQ_1	0.9473684210526315	0.8289003930493086
12	1	AI_EQ_1	EQ_1	0.9473684210526315	0.8110151838744357
13	0	AI_EQ_1	EQ_1	0.002150537634408602	0.6912677123262579
13	1	AI_EQ_1	EQ_1	0.002577319587628866	0.6912677123262579
14	0	AI_EQ_1	EQ_1	0.5	0.8248095226320111
14	1	AI_EQ_1	EQ_1	1.0	0.8597206924451644
15	0	AI_EQ_1	EQ_1	1.0	0.9144501965246544
15	1	AI_EQ_1	EQ_1	1.0	0.8832063484213408
16	0	AI_EQ_1	EQ_1	0.005659709939865582	0.6667656758327729
16	1	AI_EQ_1	EQ_1	0.005659709939865582	0.6667656758327729
17	0	AI_EQ_1	EQ_1	0.0021204871683340584	0.6235712026351273
17	1	AI_EQ_1	EQ_1	0.0021204871683340584	0.6235712026351273
18	0	AI_EQ_1	EQ_1	0.5727554179566563	0.8268156128434346
18	1	AI_EQ_1	EQ_1	0.8355916892502259	0.8636599077480517
19	0	AI_EQ_1	EQ_1	0.03319502074688797	0.4569484388212528
19	1	AI_EQ_1	EQ_1	0.1839080459770115	0.8776059016200373
19	2	AI_EQ_1	EQ_1	0.1839080459770115	0.6928884196265563
20	0	AI_EQ_1	EQ_1	1.0	0.8679145844014362
20	0	AI_EQ_1	EQ_2	0.36619718309859156	0.8526228203815318
20	1	AI_EQ_1	EQ_1	1.0	0.8679145844014362
20	1	AI_EQ_1	EQ_2	0.36619718309859156	0.8526228203815318
21	0	AI_EQ_1	EQ_1	0.7224770642201835	0.8776059016200373
21	1	AI_EQ_1	EQ_1	0.09813084112149532	0.8125560187606915
21	1	AI_EQ_2	EQ_1	0.11098527746319366	0.8125560187606915
22	0	AI_EQ_1	EQ_1	0.3333333333333333	0.8310702894968192
22	1	AI_EQ_1	EQ_1	0.3333333333333333	0.8310702894968192
23	0	AI_EQ_1	EQ_1	0.15151515151515152	0.8210111155744947
23	1	AI_EQ_1	EQ_1	0.15151515151515152	0.8210111155744947
24	0	AI_EQ_1	EQ_1	0.0029959826596155158	0.5906661230333974
24	0	AI_EQ_2	EQ_1	0.0029959826596155158	0.5906661230333974
24	1	AI_EQ_1	EQ_1	0.002971366828741221	0.5906661230333974
24	1	AI_EQ_2	EQ_1	0.002971366828741221	0.5906661230333974
25	0	AI_EQ_1	EQ_1	0.6304347826086957	0.8526228203815318
25	1	AI_EQ_1	EQ_1	0.6304347826086957	0.8560533707353247
26	0	AI_EQ_1	EQ_1	0.21359223300970873	0.805263081958722
26	1	AI_EQ_1	EQ_1	0.6676300578034682	0.8434881059612479
26	1	AI_EQ_1	EQ_2	0.19067271976888156	0.805263081958722
27	0	AI_EQ_1	EQ_1	0.11753371868978806	0.6083353031306579
27	1	AI_EQ_1	EQ_1	0.11753371868978806	0.6083353031306579
28	0	AI_EQ_1	EQ_1	0.010172490048651039	0.6122667798440267
28	1	AI_EQ_1	EQ_1	0.010172490048651039	0.6122667798440267
29	0	AI_EQ_1	EQ_1	1.0	0.8776059016200373
29	1	AI_EQ_1	EQ_1	0.9473684210526315	0.8679145844014362
30	0	AI_EQ_1	EQ_1	0.27204030226700254	0.8356953863359535
30	1	AI_EQ_1	EQ_1	0.242152466367713	0.8356953863359535
31	0	AI_EQ_1	EQ_1	0.0855614973262032	0.5142753922825876
31	1	AI_EQ_1	EQ_1	0.0855614973262032	0.5142753922825876
32	0	AI_EQ_1	EQ_1	1.0	0.8894671152861489
32	1	AI_EQ_1	EQ_1	1.0	0.8894671152861489
33	0	AI_EQ_1	EQ_1	0.4943820224719101	0.8679145844014362
33	0	AI_EQ_1	EQ_2	0.07512520868113523	0.45873124585758024
33	0	AI_EQ_1	EQ_3	0.07512520868113523	0.45873124585758024
33	1	AI_EQ_1	EQ_1	0.07512520868113523	0.45873124585758024
33	1	AI_EQ_2	EQ_1	0.5306122448979592	0.7573816996875851
33	2	AI_EQ_1	EQ_1	0.31150442477876106	0.6832794495685671
33	2	AI_EQ_1	EQ_2	0.06666666666666667	0.45873124585758024
33	2	AI_EQ_1	EQ_3	0.06666666666666667	0.45873124585758024
33	3	AI_EQ_1	EQ_1	0.3179190751445087	0.8013238666558348
33	3	AI_EQ_1	EQ_2	0.21674876847290642	0.48563356250404854
33	3	AI_EQ_2	EQ_1	0.1875	0.48563356250404854
33	3	AI_EQ_2	EQ_2	0.4943820224719101	0.8560533707353247
33	4	AI_EQ_1	EQ_1	0.4943820224719101	0.7100219612647752
34	0	AI_EQ_1	EQ_1	0.9393939393939394	0.8494003136653085
34	1	AI_EQ_1	EQ_1	0.9393939393939394	0.8494003136653085
34	1	AI_EQ_1	EQ_2	0.7016305670479436	0.8192090758307077
34	1	AI_EQ_2	EQ_1	0.6962086452547693	0.8192090758307077
34	1	AI_EQ_2	EQ_2	0.9393939393939394	0.8636599077480517
34	2	AI_EQ_1	EQ_1	0.9393939393939394	0.8636599077480517
34	3	AI_EQ_1	EQ_1	0.9393939393939394	0.8494003136653085
34	3	AI_EQ_1	EQ_2	0.5965014577259475	0.8095177586121066
34	3	AI_EQ_2	EQ_1	0.591261125881401	0.8095177586121066
34	3	AI_EQ_2	EQ_2	0.9393939393939394	0.9144501965246544
35	0	AI_EQ_1	EQ_1	0.9886363636363636	0.8526228203815318
35	1	AI_EQ_1	EQ_1	0.9886363636363636	0.8526228203815318
36	0	AI_EQ_1	EQ_1	0.19318181818181818	0.7620067965267194
36	1	AI_EQ_1	EQ_1	0.18403247631935046	0.7620067965267194
36	1	AI_EQ_1	EQ_2	0.2270450751252087	0.7620067965267194
36	1	AI_EQ_2	EQ_1	0.18403247631935046	0.7620067965267194
36	1	AI_EQ_2	EQ_2	0.2270450751252087	0.7620067965267194
37	0	AI_EQ_1	EQ_1	0.6071428571428571	0.8965649873497815
37	1	AI_EQ_1	EQ_1	0.6071428571428571	0.8157785254769148
38	0	AI_EQ_1	EQ_1	0.3870967741935484	0.8407616067154203
38	1	AI_EQ_1	EQ_1	0.17346938775510204	0.6820574398526773
38	2	AI_EQ_1	EQ_1	0.17586206896551723	0.6820574398526773
38	2	AI_EQ_2	EQ_1	0.3090128755364807	0.8013238666558348
39	0	AI_EQ_1	EQ_1	0.7142857142857143	0.8080613639049171
39	1	AI_EQ_1	EQ_1	0.3333333333333333	0.7931299746995627
39	1	AI_EQ_1	EQ_2	0.23582766439909297	0.7931299746995627
39	2	AI_EQ_1	EQ_1	0.3333333333333333	0.7931299746995627
39	2	AI_EQ_1	EQ_2	0.30678466076696165	0.7931299746995627
39	3	AI_EQ_1	EQ_1	0.3333333333333333	0.7931299746995627
39	3	AI_EQ_1	EQ_2	0.23582766439909297	0.7931299746995627
39	3	AI_EQ_1	EQ_3	0.30678466076696165	0.7931299746995627
39	3	AI_EQ_2	EQ_1	0.3333333333333333	0.7931299746995627
39	3	AI_EQ_2	EQ_2	0.23582766439909297	0.7931299746995627
39	3	AI_EQ_2	EQ_3	0.30678466076696165	0.7931299746995627
40	0	AI_EQ_1	EQ_1	1.0	0.9263114101907659
40	1	AI_EQ_1	EQ_1	1.0	0.8776059016200373
40	2	AI_EQ_1	EQ_1	1.0	0.9263114101907659
41	0	AI_EQ_1	EQ_1	0.2542372881355932	0.8776059016200373
41	0	AI_EQ_1	EQ_2	0.10315186246418338	0.6074374480635577
41	0	AI_EQ_2	EQ_1	0.14457831325301204	0.6074374480635577
41	0	AI_EQ_2	EQ_2	0.42857142857142855	0.9047588793060533
41	1	AI_EQ_1	EQ_1	0.2542372881355932	0.8407616067154203
41	1	AI_EQ_1	EQ_2	0.08450704225352113	0.6074374480635577
41	1	AI_EQ_2	EQ_1	0.11764705882352941	0.6074374480635577
41	1	AI_EQ_2	EQ_2	0.42857142857142855	0.8832063484213408
42	0	AI_EQ_1	EQ_1	1.0	0.8776059016200373
42	1	AI_EQ_1	EQ_1	0.5555555555555556	0.8725396812405707
42	2	AI_EQ_1	EQ_1	1.0	0.8776059016200373
43	0	AI_EQ_1	EQ_1	0.011828298887122416	0.6407729355354809
43	1	AI_EQ_1	EQ_1	0.2788104089219331	0.6403425276652875
43	2	AI_EQ_1	EQ_1	0.16129032258064516	0.6403425276652875
44	0	AI_EQ_1	EQ_1	0.31851851851851853	0.8776059016200373
44	0	AI_EQ_1	EQ_2	0.31851851851851853	0.8776059016200373
44	0	AI_EQ_2	EQ_1	0.31851851851851853	0.8776059016200373
44	0	AI_EQ_2	EQ_2	0.31851851851851853	0.8776059016200373
44	1	AI_EQ_1	EQ_1	0.31851851851851853	0.8463620535167237
44	1	AI_EQ_1	EQ_2	0.31851851851851853	0.8463620535167237
44	1	AI_EQ_2	EQ_1	0.31851851851851853	0.8463620535167237
44	1	AI_EQ_2	EQ_2	0.31851851851851853	0.8463620535167237
45	0	AI_EQ_1	EQ_1	0.05113636363636364	0.6405265615994165
45	1	AI_EQ_1	EQ_1	0.05454545454545454	0.6405265615994165
46	0	AI_EQ_1	EQ_1	1.0	0.8725396812405707
46	0	AI_EQ_1	EQ_2	0.8571428571428571	0.8725396812405707
46	1	AI_EQ_1	EQ_1	1.0	0.8679145844014362
46	1	AI_EQ_1	EQ_2	0.8571428571428571	0.8679145844014362
47	0	AI_EQ_1	EQ_1	0.6666666666666666	0.8560533707353247
47	1	AI_EQ_1	EQ_1	0.01072961373390558	0.6141410902740574
47	1	AI_EQ_1	EQ_2	0.011737089201877934	0.6141410902740574
47	1	AI_EQ_1	EQ_3	0.010615711252653927	0.6141410902740574
47	1	AI_EQ_1	EQ_4	0.01072961373390558	0.6141410902740574
47	1	AI_EQ_1	EQ_5	0.25	0.5697264305810043
48	0	AI_EQ_1	EQ_1	1.0	0.9263114101907659
48	0	AI_EQ_1	EQ_2	0.9344262295081968	0.8894671152861489
48	0	AI_EQ_2	EQ_1	0.9193548387096774	0.8894671152861489
48	0	AI_EQ_2	EQ_2	0.9193548387096774	0.8894671152861489
48	1	AI_EQ_1	EQ_1	0.13712686567164178	0.6018699861106871
48	1	AI_EQ_1	EQ_2	1.0	0.8776059016200373
48	1	AI_EQ_1	EQ_3	0.007988787666433076	0.6079343829531283
48	1	AI_EQ_2	EQ_1	0.3	0.7202612738682598
48	1	AI_EQ_2	EQ_2	0.18058968058968058	0.6018699861106871
48	1	AI_EQ_2	EQ_3	0.009210959161614737	0.6040522571552838
48	1	AI_EQ_3	EQ_1	0.008571428571428572	0.7202612738682598
48	1	AI_EQ_3	EQ_2	0.0048911958474745455	0.6018699861106871
48	1	AI_EQ_3	EQ_3	0.5	0.8381681615604518
48	2	AI_EQ_1	EQ_1	0.16333333333333333	0.6018699861106871
48	2	AI_EQ_1	EQ_2	0.9354838709677419	0.8526228203815318
48	2	AI_EQ_1	EQ_3	0.007988787666433076	0.6079343829531283
48	2	AI_EQ_2	EQ_1	0.1617161716171617	0.6018699861106871
48	2	AI_EQ_2	EQ_2	0.890625	0.8463620535167237
48	2	AI_EQ_2	EQ_3	0.007985430092462874	0.6079343829531283
48	2	AI_EQ_3	EQ_1	1.0	0.8494003136653085
48	2	AI_EQ_3	EQ_2	0.16013071895424835	0.6018699861106871
48	2	AI_EQ_3	EQ_3	0.00917388251813714	0.6040522571552838
48	2	AI_EQ_4	EQ_1	0.011527377521613832	0.732260373685735
48	2	AI_EQ_4	EQ_2	0.004888268156424581	0.6018699861106871
48	2	AI_EQ_4	EQ_3	0.5	0.8381681615604518
49	0	AI_EQ_1	EQ_1	0.6379310344827587	0.8526228203815318
49	1	AI_EQ_1	EQ_1	0.6379310344827587	0.8526228203815318
50	0	AI_EQ_1	EQ_1	0.30701754385964913	0.8832063484213408
50	1	AI_EQ_1	EQ_1	0.30701754385964913	0.8832063484213408
51	0	AI_EQ_1	EQ_1	1.0	0.689232070170145
51	1	AI_EQ_1	EQ_1	1.0	0.6989848738982556
51	2	AI_EQ_1	EQ_1	1.0	0.8463620535167237
52	0	AI_EQ_1	EQ_1	0.19753086419753085	0.7279526215595992
52	1	AI_EQ_1	EQ_1	0.19753086419753085	0.7116363394489691
53	0	AI_EQ_1	EQ_1	0.7268722466960352	0.7869898777652251
53	0	AI_EQ_2	EQ_1	0.7268722466960352	0.7869898777652251
53	1	AI_EQ_1	EQ_1	0.36585365853658536	0.7869898777652251
54	0	AI_EQ_1	EQ_1	0.6666666666666666	0.8560533707353247
54	1	AI_EQ_1	EQ_1	0.6666666666666666	0.8560533707353247
55	0	AI_EQ_1	EQ_1	0.25	0.8434881059612479
55	1	AI_EQ_1	EQ_1	0.24175824175824176	0.8192090758307077
55	1	AI_EQ_1	EQ_2	0.25	0.8725396812405707
55	1	AI_EQ_2	EQ_1	0.25	0.8434881059612479
55	1	AI_EQ_2	EQ_2	0.24175824175824176	0.8192090758307077
55	2	AI_EQ_1	EQ_1	1.0	0.8210111155744947
56	0	AI_EQ_1	EQ_1	1.0	0.8526228203815318
56	1	AI_EQ_1	EQ_1	1.0	0.8560533707353247
57	0	AI_EQ_1	EQ_1	0.07960199004975124	0.7312348419104984
57	0	AI_EQ_2	EQ_1	0.5555555555555556	0.8725396812405707
57	1	AI_EQ_1	EQ_1	0.06504065040650407	0.7312348419104984
57	1	AI_EQ_2	EQ_1	0.4444444444444444	0.8526228203815318
58	0	AI_EQ_1	EQ_1	0.06666666666666667	0.5892422410690062
58	1	AI_EQ_1	EQ_1	0.26424870466321243	0.7350959836401664
58	1	AI_EQ_1	EQ_2	0.06666666666666667	0.5892422410690062
59	0	AI_EQ_1	EQ_1	1.0	0.8832063484213408
59	1	AI_EQ_1	EQ_1	1.0	0.8679145844014362
60	0	AI_EQ_1	EQ_1	0.10062893081761007	0.6150465216457558
60	0	AI_EQ_1	EQ_2	0.06060606060606061	0.389286488054203
60	1	AI_EQ_1	EQ_1	0.06060606060606061	0.389286488054203
61	0	AI_EQ_1	EQ_1	1.0	0.8141428554512411
61	1	AI_EQ_1	EQ_1	1.0	0.8000731011472263
62	0	AI_EQ_1	EQ_1	0.01092896174863388	0.6321311418528287
62	0	AI_EQ_2	EQ_1	1.0	0.9263114101907659
