Character Number	State Number	SimJ Partial Precision
123	1	1.0
124	0	0.07953603976801989
124	1	0.11594202898550725
125	0	0.005328565022362616
125	2	0.2347559337091133
125	1	0.11376068410723582
126	0	1.0
126	1	1.0
127	0	0.07719585642013972
127	1	0.4341520948380806
127	2	0.3448275862068966
128	0	1.0
128	1	1.0
129	0	0.08759271958191475
129	1	0.09404644847999327
130	0	0.026490066225165563
130	1	0.05153343388637507
131	0	0.03605616841413575
131	1	0.03127381105008872
132	0	0.2797427652733119
132	1	0.16634799235181644
133	0	0.3248058157247787
133	1	0.5573833465145182
134	0	0.9558823529411765
134	1	0.9558823529411765
134	2	0.9558823529411765
135	0	0.6126126126126126
135	1	0.6126126126126126
136	0	0.4936708860759494
136	1	0.4936708860759494
137	0	1.0
137	1	1.0
137	2	0.009787928221859706
138	0	0.7333333333333333
138	1	0.7333333333333333
139	0	0.1091703056768559
139	1	0.1091703056768559
140	0	0.008825829516255167
140	1	0.007390775563663579
141	0	0.023255813953488372
141	1	0.030534351145038167
142	0	0.5098039215686274
142	1	1.0
142	2	0.5098039215686274
143	0	0.7777777777777778
143	1	0.7777777777777778
144	0	0.026578073089700997
144	1	0.026578073089700997
145	0	1.0
145	1	1.0
145	2	1.0
145	3	1.0
146	0	0.018867924528301886
146	1	0.018867924528301886
147	0	0.896551724137931
147	1	0.896551724137931
148	0	0.2696629213483146
148	1	0.25157232704402516
148	2	0.19834710743801653
149	0	1.0
149	1	1.0
150	0	0.12023460410557185
150	1	0.12023460410557185
150	2	0.12023460410557185
150	3	0.12023460410557185
151	0	0.8484848484848485
151	1	0.8484848484848485
152	0	0.5892857142857143
152	1	0.5892857142857143
153	0	0.19298245614035087
153	1	0.19298245614035087
154	0	0.8717948717948718
154	1	0.8717948717948718
155	0	0.0026666666666666666
155	1	1.0
156	0	1.0
156	1	1.0
157	0	1.0
157	1	1.0
158	0	0.19047619047619047
158	1	0.19047619047619047
159	0	0.6427640156453716
159	1	0.20850074011418904
160	0	0.5833333333333334
160	1	1.0
161	0	1.0
161	1	1.0
162	0	1.0
162	1	1.0
163	0	0.2370454117203693
163	1	0.2786885245901639
164	0	0.6666666666666666
164	1	1.0
165	0	0.448601449149651
165	1	0.5495507399577167
166	0	0.42912801484230056
166	1	0.3841573033707865
166	2	0.5474211423699915
167	0	0.006502890173410405
167	1	0.006502890173410405
168	0	0.9487179487179487
168	1	0.9487179487179487
169	0	0.12406947890818859
169	1	0.058247903075489285
170	0	0.9622641509433962
170	1	0.7727272727272727
170	2	0.7727272727272727
171	0	0.2878787878787879
171	1	0.2878787878787879
172	0	0.12524461839530332
172	1	0.12524461839530332
173	0	1.0
173	1	1.0
174	0	1.0
174	1	1.0
175	0	0.06977303684834332
175	1	0.08095572992080018
176	0	0.40540540540540543
176	1	0.40540540540540543
177	0	1.0
177	1	1.0
178	0	0.7083333333333334
178	1	0.4125499001996008
179	0	0.35365853658536583
179	1	0.35365853658536583
180	0	0.5342465753424658
180	1	0.5342465753424658
180	2	0.5342465753424658
181	0	0.009394802817767936
181	1	0.008781492248062015
181	2	0.010035991140642303
182	0	0.9315068493150684
182	1	0.9315068493150684
182	2	0.28451882845188287
183	0	0.1875
183	1	0.36
184	0	0.4406779661016949
184	1	0.4406779661016949
184	2	0.4406779661016949
184	3	0.34210526315789475
185	0	1.0
185	1	1.0
186	0	0.3619332699229751
186	1	0.10967741935483871
186	2	0.0657439446366782
186	3	0.2319411973804739
187	0	0.25143575017946873
187	1	0.2543103448275862
188	0	1.0
188	1	0.36363636363636365
188	2	0.7142857142857143
189	0	1.0
189	1	0.25
190	0	0.288135593220339
190	1	0.25304215558452847
190	2	0.288135593220339
191	0	0.0
191	1	0.0
192	0	0.0205761316872428
192	1	0.019762845849802372
193	0	0.9705882352941176
193	1	0.9705882352941176
194	0	1.0
194	1	1.0
195	0	0.7222222222222222
195	1	1.0
196	0	0.36549595434576143
196	1	0.4166666666666667
196	2	1.0
197	0	0.2809917355371901
197	1	0.2809917355371901
198	0	0.04316546762589928
198	1	0.026490066225165563
199	0	0.3107142857142857
199	1	0.3625
200	0	0.6060606060606061
200	1	0.6060606060606061
201	0	0.75
201	1	0.75
201	2	1.0
202	0	1.0
202	1	1.0
203	0	1.0
203	1	1.0
