Character Number	State Number	SimJ Score	NIC Score
1	0	1.0	0.8597206924451644
1	1	1.0	0.8268156128434346
1	2	1.0	0.8248095226320111
2	0	1.0	0.8679145844014362
2	1	1.0	0.8679145844014362
3	0	0.005211267605633803	0.6862450438390629
3	1	0.005211267605633803	0.6862450438390629
4	0	0.0	0.0
4	1	0.0	0.0
5	0	1.0	0.8894671152861489
5	1	1.0	0.9047588793060533
5	2	1.0	0.9416031742106703
6	0	1.0	0.9047588793060533
6	1	0.7142857142857143	0.8494003136653085
6	2	1.0	0.9047588793060533
6	3	0	0
6	4	0	0
7	0	1.0	0.9416031742106703
7	1	0.3	0.9047588793060533
8	0	1.0	0.9144501965246544
8	1	0.08333333333333333	0.8560533707353247
9	0	0.10864197530864197	0.6964617862407121
9	1	0.07801418439716312	0.6964617862407121
10	0	0.1643646408839779	0.8597206924451644
10	1	0.1643646408839779	0.8832063484213408
10	2	0.1643646408839779	0.8597206924451644
11	0	0.75	0.8434881059612479
11	1	1.0	0.8894671152861489
12	0	1.0	0.8679145844014362
12	1	1.0	0.8560533707353247
13	0	0.002150537634408602	0.6912677123262579
13	1	0.002577319587628866	0.6912677123262579
14	0	0.6666666666666666	0.8268156128434346
14	1	1.0	0.8597206924451644
15	0	0.0	0.0
15	1	0.0	0.0
16	0	0.005659709939865582	0.6667656758327729
16	1	0.005659709939865582	0.6667656758327729
17	0	0.0021204871683340584	0.6235712026351273
17	1	0.0021204871683340584	0.6235712026351273
18	0	1.0	0.9144501965246544
18	1	1.0	0.8965649873497815
19	0	0.125	0.8248095226320111
19	1	1.0	0.8965649873497815
19	2	1.0	0.8597206924451644
20	0	1.0	0.8679145844014362
20	1	1.0	0.8679145844014362
21	0	0.14285714285714285	0.8526228203815318
21	1	0.1	0.8526228203815318
22	0	0.0	0.0
22	1	0.0	0.0
23	0	0.1413575807390664	0.8210111155744947
23	1	0.1413575807390664	0.8210111155744947
24	0	0.2857142857142857	0.8560533707353247
24	1	0.2857142857142857	0.8560533707353247
25	0	1.0	0.9047588793060533
25	1	1.0	0.9047588793060533
26	0	0.25	0.8268156128434346
26	1	0.8333333333333334	0.8560533707353247
27	0	0.11517367458866545	0.6083353031306579
27	1	0.11517367458866545	0.6083353031306579
28	0	1.0	0.9631557050953831
28	1	1.0	0.9416031742106703
29	0	1.0	0.8776059016200373
29	1	0.9473684210526315	0.8679145844014362
30	0	0.5714285714285714	0.8526228203815318
30	1	1.0	0.9416031742106703
31	0	0.42857142857142855	0.8636599077480517
31	1	1.0	0.9263114101907659
32	0	1.0	0.8894671152861489
