Character Number	State Number	SimJ Score	NIC Score
1	0	1.0	0.8813444252944422
1	1	1.0	0.8502733349822855
1	2	1.0	0.8469994550989386
2	0	0.45454545454545453	0.7981565738926047
2	1	0.45454545454545453	0.913086362485395
3	0	0.4937226689236846	0.9032405463927925
3	1	0.4937226689236846	0.9032405463927925
4	0	0.39914163090128757	0.7102239914453548
4	1	0.39914163090128757	0.7102239914453548
5	0	0.34782608695652173	0.7909455476295065
5	1	0.34782608695652173	0.7909455476295065
5	2	0.0	0.0
6	0	1.0	0.9251366674911427
6	1	1.0	0.9625683337455715
6	2	1.0	0.9625683337455715
6	3	0	0
6	4	0	0
7	0	0.07462686567164178	0.8537585751326161
7	1	0.10204081632653061	0.8537585751326161
8	0	0.6888888888888889	0.913086362485395
8	1	0.07077625570776255	0.8382230299765377
9	0	0.5	0.9251366674911427
9	1	0.3333333333333333	0.9251366674911427
10	0	0.85	0.8949160274998122
10	1	0.85	0.913086362485395
10	2	0.85	0.8949160274998122
11	0	1.0	0.8705077102211509
11	1	1.0	0.9251366674911427
12	0	1.0	0.9032405463927925
12	1	1.0	0.8813444252944422
13	0	0.3897058823529412	0.9251366674911427
13	1	0.6309523809523809	0.9625683337455715
14	0	1.0	0.9032405463927925
14	1	1.0	0.8756546962309664
15	0	0.46153846153846156	0.8574843612453836
15	1	1.0	0.8949160274998122
16	0	1.0	0.9251366674911427
16	1	1.0	0.9251366674911427
17	0	0.6666666666666666	0.8877050012367141
17	1	1.0	0.9251366674911427
18	0	0.6666666666666666	0.8877050012367141
18	1	1.0	0.9251366674911427
19	0	0.5	0.8877050012367141
19	1	1.0	0.9406722126472212
19	2	1.0	0.8949160274998122
20	0	1.0	0.9251366674911427
20	1	1.0	0.9251366674911427
21	0	1.0	0.9032405463927925
21	1	1.0	0.9032405463927925
22	0	1.0	0.8949160274998122
22	1	1.0	0.9251366674911427
23	0	0.11714537094851564	0.8355882401470334
23	1	0.11714537094851564	0.8355882401470334
24	0	0.2857142857142857	0.8756546962309664
24	1	0.2857142857142857	0.8756546962309664
25	0	0.9782608695652174	0.8949160274998122
25	1	0.9782608695652174	0.8949160274998122
26	0	1.0	0.9625683337455715
26	1	1.0	0.9406722126472212
27	0	0.09621451104100946	0.6146551919115724
27	1	0.09621451104100946	0.6146551919115724
28	0	0.010208610741233911	0.6285533174323902
28	1	0.03934987168520103	0.6371566313652283
29	0	0.21052631578947367	0.7835940727065458
29	1	0.2037037037037037	0.6047807196870809
30	0	0.6666666666666666	0.8756546962309664
30	1	0.5714285714285714	0.8756546962309664
31	0	0.12272727272727273	0.8877050012367141
31	1	0.12272727272727273	0.8877050012367141
32	0	0.5287356321839081	0.8111799228683719
32	1	0.5287356321839081	0.8111799228683719
33	0	1.0	0.9251366674911427
33	1	1.0	0.8813444252944422
33	2	1.0	0.8877050012367141
33	3	1.0	0.8813444252944422
33	4	1.0	0.8537585751326161
34	0	1.0	0.9032405463927925
34	1	1.0	0.9251366674911427
34	2	1.0	0.9251366674911427
34	3	1.0	0.9625683337455715
35	0	1.0	0.8813444252944422
35	1	1.0	0.8813444252944422
36	0	0.3333333333333333	0.9032405463927925
36	1	1.0	0.9625683337455715
37	0	0.68	0.913086362485395
37	1	0.68	0.8240547092214822
38	0	0.4358974358974359	0.8574843612453836
38	1	0.3805970149253731	0.8128416687278569
38	2	0.75	0.913086362485395
39	0	0.10985915492957747	0.820052694990955
39	1	0.420863309352518	0.8330760439667222
39	2	0.420863309352518	0.8330760439667222
39	3	0.420863309352518	0.8330760439667222
40	0	1.0	0.9251366674911427
40	1	1.0	0.9032405463927925
40	2	1.0	0.9251366674911427
41	0	0.42857142857142855	0.9251366674911427
41	1	0.42857142857142855	0.9032405463927925
42	0	1.0	0.8949160274998122
42	1	1.0	0.9251366674911427
42	2	1.0	0.8949160274998122
43	0	0.006963984243106359	0.6366373727560682
43	1	0.0073439412484700125	0.7130737042198398
43	2	0.007220216606498195	0.7130737042198398
44	0	0.2395543175487465	0.8306755385796436
44	1	0.31851851851851853	0.8658088801383638
45	0	0.5	0.9251366674911427
45	1	0.6	0.9251366674911427
46	0	0.8857142857142857	0.8949160274998122
46	1	0.8857142857142857	0.8949160274998122
47	0	0.6666666666666666	0.8705077102211509
47	1	1.0	0.9625683337455715
48	0	0.4	0.9406722126472212
48	1	1.0	0.9032405463927925
48	2	1.0	0.913086362485395
49	0	1.0	0.9406722126472212
49	1	1.0	0.9251366674911427
50	0	0.0	0.0
50	1	0.0	0.0
51	0	0.01196227283183805	0.6951318708979357
51	1	0.01196227283183805	0.707517150265232
51	2	1.0	0.8614863754759108
52	0	0.2	0.7367272575802285
52	1	0.2	0.7183805398163575
53	0	1.0	0.8502733349822855
53	1	1.0	0.8502733349822855
54	0	0.6666666666666666	0.8813444252944422
54	1	0.6666666666666666	0.8813444252944422
55	0	0.25	0.8574843612453836
55	1	0.25	0.8949160274998122
55	2	1.0	0.8409929950437749
56	0	1.0	0.8705077102211509
56	1	1.0	0.8756546962309664
57	0	0.6111111111111112	0.9406722126472212
57	1	0.6111111111111112	0.9251366674911427
58	0	0.78125	0.9251366674911427
58	1	0.78125	0.9251366674911427
59	0	1.0	0.9032405463927925
59	1	1.0	0.8877050012367141
60	0	1.0	0.8658088801383638
60	1	1.0	0.9032405463927925
61	0	1.0	0.8306755385796436
61	1	1.0	0.8181576767200276
62	0	0.005315461058470071	0.48399519366375515
62	1	0.005315461058470071	0.48399519366375515
63	0	1.0	0.8658088801383638
63	1	0.25	0.9625683337455715
64	0	0.007807620237351655	0.6833493789490076
64	1	0.17069327731092437	0.9251366674911427
65	0	0.8	0.913086362485395
65	1	0.8	0.913086362485395
65	2	0.007067137809187279	0.5685073279535469
65	3	0	0
66	0	0.5942028985507246	0.9625683337455715
66	1	0.5942028985507246	0.9625683337455715
67	0	1.0	0.9406722126472212
67	1	1.0	0.913086362485395
68	0	0.0026873940546574605	0.6140565834782744
68	1	0.0026873940546574605	0.6140565834782744
69	0	0.12337662337662338	0.8658088801383638
69	1	0.12337662337662338	0.8658088801383638
70	0	1.0	0.8877050012367141
70	1	1.0	0.9625683337455715
70	2	1.0	0.9406722126472212
70	3	0.820900900900901	0.9625683337455715
71	0	1.0	0.8355882401470334
71	1	0.25	0.913086362485395
71	2	0.25	0.9625683337455715
72	0	1.0	0.9251366674911427
72	1	1.0	0.9406722126472212
73	0	1.0	0.9251366674911427
73	1	1.0	0.9251366674911427
74	0	1.0	0.8537585751326161
74	1	1.0	0.8537585751326161
75	0	0.7397260273972602	0.8949160274998122
75	1	1.0	0.9032405463927925
76	0	0.6153846153846154	0.9625683337455715
76	1	0.6153846153846154	0.9625683337455715
77	0	1.0	0.913086362485395
77	1	1.0	0.8877050012367141
78	0	1.0	0.8502733349822855
78	1	1.0	0.8502733349822855
79	0	1.0	0.9032405463927925
79	1	1.0	0.8877050012367141
80	0	1.0	0.8502733349822855
80	1	1.0	0.8502733349822855
81	0	0.9555555555555556	0.9032405463927925
81	1	0.9555555555555556	0.9032405463927925
82	0	1.0	0.9251366674911427
82	1	1.0	0.9251366674911427
82	2	1.0	0.8502733349822855
83	0	1.0	0.9032405463927925
83	1	1.0	0.9032405463927925
84	0	1.0	0.8502733349822855
84	1	1.0	0.8502733349822855
85	0	0.9583333333333334	0.913086362485395
85	2	0.7419354838709677	0.8469994550989386
85	1	0.9583333333333334	0.9251366674911427
86	0	1.0	0.9251366674911427
86	1	1.0	0.9251366674911427
87	0	0.2558139534883721	0.686508319138142
87	1	0.2558139534883721	0.7152449506085267
88	0	1.0	0.8502733349822855
88	1	1.0	0.8502733349822855
89	0	1.0	0.8877050012367141
89	1	1.0	0.8877050012367141
90	0	1.0	0.9251366674911427
90	1	1.0	0.9251366674911427
91	0	0.6666666666666666	0.8813444252944422
91	1	1.0	0.8813444252944422
92	0	1.0	0.913086362485395
92	1	1.0	0.9406722126472212
93	0	0.47692307692307695	0.8574843612453836
93	1	0.47692307692307695	0.8574843612453836
94	0	1.0	0.913086362485395
94	1	1.0	0.913086362485395
94	2	1.0	0.8877050012367141
95	0	1.0	0.8949160274998122
95	1	1.0	0.8949160274998122
96	0	1.0	0.8502733349822855
96	1	1.0	0.8502733349822855
97	0	0.65625	0.9406722126472212
97	1	0.65625	0.9406722126472212
98	0	0.7666666666666667	0.8537585751326161
98	2	0.0	0.0
98	1	0.18930041152263374	0.8050014802497673
99	0	1.0	0.8355882401470334
99	1	1.0	0.8355882401470334
100	0	0.3063063063063063	0.7788952426237588
100	1	0.3063063063063063	0.7855943932128752
101	0	0.06463878326996197	0.6295071522528886
101	1	1.0	0.9625683337455715
102	0	1.0	0.8949160274998122
102	1	1.0	0.8813444252944422
102	2	1.0	0.8502733349822855
103	0	0.6666666666666666	0.8756546962309664
103	1	0.5714285714285714	0.8756546962309664
104	0	1.0	0.8502733349822855
104	1	1.0	0.9251366674911427
105	0	0.3062898814949863	0.913086362485395
105	1	0.717948717948718	0.9406722126472212
106	0	0.6666666666666666	0.9406722126472212
106	1	0.7142857142857143	0.9406722126472212
107	0	1.0	0.9406722126472212
107	1	0.3783783783783784	0.8877050012367141
108	0	0.8681318681318682	0.9625683337455715
108	1	0.8681318681318682	0.9625683337455715
109	0	1.0	0.8502733349822855
109	1	1.0	0.8502733349822855
110	0	0.9310344827586207	0.8705077102211509
110	1	0.9310344827586207	0.8813444252944422
110	2	0.9310344827586207	0.8813444252944422
111	0	1.0	0.9625683337455715
111	1	1.0	0.9625683337455715
112	0	1.0	0.8949160274998122
112	1	1.0	0.9251366674911427
113	0	1.0	0.9625683337455715
113	1	1.0	0.9625683337455715
114	0	0.6666666666666666	0.8877050012367141
114	1	1.0	0.913086362485395
115	0	1.0	0.913086362485395
115	1	1.0	0.8949160274998122
115	2	1.0	0.8813444252944422
115	3	0.6666666666666666	0.8537585751326161
116	0	1.0	0.8949160274998122
116	1	1.0	0.8813444252944422
117	0	1.0	0.8877050012367141
117	1	1.0	0.8877050012367141
118	0	1.0	0.8128416687278569
118	1	1.0	0.8128416687278569
119	0	1.0	0.913086362485395
119	1	1.0	0.913086362485395
120	0	0.967741935483871	0.9251366674911427
120	1	0.967741935483871	0.9251366674911427
121	0	0.08695652173913043	0.8283772138839351
121	1	0.09523809523809523	0.8283772138839351
122	0	0.4925373134328358	0.9406722126472212
122	1	0.4925373134328358	0.913086362485395
123	0	0.5142857142857142	0.9032405463927925
123	1	0.5142857142857142	0.9032405463927925
124	0	0.46153846153846156	0.8877050012367141
124	1	1.0	0.9251366674911427
125	0	0.6589327146171694	0.9251366674911427
125	2	0.4166666666666667	0.9625683337455715
125	1	0.3953488372093023	0.9406722126472212
126	0	1.0	0.8813444252944422
126	1	1.0	0.8813444252944422
127	0	0.45295404814004375	0.9251366674911427
127	1	0.6764705882352942	0.8574843612453836
127	2	0.4252696456086287	0.5590962034012563
128	0	1.0	0.8439127590400135
128	1	1.0	0.8439127590400135
129	0	1.0	0.9625683337455715
129	1	1.0	0.9625683337455715
130	0	0.014352047277332207	0.7125442639077857
130	1	0.425	0.913086362485395
131	0	0.32286995515695066	0.8877050012367141
131	1	0.32286995515695066	0.913086362485395
132	0	1.0	0.9032405463927925
132	1	1.0	0.9032405463927925
133	0	0.43537414965986393	0.8537585751326161
133	1	1.0	0.8877050012367141
134	0	1.0	0.8502733349822855
134	1	1.0	0.8502733349822855
134	2	1.0	0.8877050012367141
135	0	0.9615384615384616	0.8756546962309664
