Character Number	State Number	SimJ Partial Precision
150	0	0.1640625
150	1	0.1640625
150	2	0.1640625
150	3	0.1640625
151	0	1.0
151	1	1.0
152	0	0.5892857142857143
152	1	0.5892857142857143
153	0	0.9
153	1	0.9
154	0	0.32222222222222224
154	1	0.32222222222222224
155	0	0.5
155	1	1.0
156	0	1.0
156	1	1.0
157	0	1.0
157	1	1.0
158	0	0.9473684210526315
158	1	0.9473684210526315
159	0	0.004190476190476191
159	1	0.003275759380583681
160	0	0.03130755064456722
160	1	0.03130755064456722
161	0	1.0
161	1	1.0
162	0	1.0
162	1	1.0
163	0	0.8
163	1	1.0
164	0	1.0
164	1	1.0
165	0	0.47316168045360124
165	1	0.9047619047619048
166	0	1.0
166	1	0.625
166	2	0.5930762222897055
167	0	1.0
167	1	1.0
168	0	0.9024390243902439
168	1	0.9024390243902439
169	0	0.40669856459330145
169	1	0.09534492428491306
170	0	0.12378640776699029
170	1	0.12378640776699029
170	2	0.12378640776699029
171	0	0.2222222222222222
171	1	0.2222222222222222
172	0	1.0
172	1	0.25
173	0	0.7555555555555555
173	1	0.7555555555555555
174	0	1.0
174	1	1.0
175	0	0.6111111111111112
175	1	0.5876944837340877
176	0	0.3380281690140845
176	1	0.3380281690140845
177	0	1.0
177	1	1.0
178	0	0.5565126050420168
178	1	0.1187481485138738
179	0	1.0
179	1	1.0
180	0	1.0
180	1	1.0
180	2	1.0
181	0	0.6121058060713233
181	1	0.8333333333333334
181	2	0.8333333333333334
182	0	1.0
182	1	0.3
182	2	0.3
183	0	0.42857142857142855
183	1	0.6428571428571429
184	0	0.926829268292683
184	1	0.926829268292683
184	2	0.926829268292683
184	3	0.926829268292683
185	0	1.0
185	1	1.0
186	0	0.38054892996753464
186	1	0.8571428571428571
186	2	0.20284697508896798
186	3	0.2907389566556499
187	0	0.3289880484750024
187	1	0.36934782344780676
188	0	1.0
188	1	0.7142857142857143
188	2	0.7142857142857143
189	0	1.0
189	1	0.25
190	0	1.0
190	1	0.6363636363636364
190	2	0.6071428571428571
191	0	0.08292682926829269
191	1	0.08292682926829269
192	0	0.8231907894736842
192	1	0.8231907894736842
193	0	0.9295774647887324
193	1	0.9295774647887324
194	0	1.0
194	1	1.0
195	0	0.6000000000000001
195	1	1.0
196	0	0.36549595434576143
196	1	0.9468085106382979
196	2	1.0
197	0	0.9166666666666666
197	1	0.9166666666666666
198	0	0.35261194029850745
198	1	0.7241379310344828
199	0	0.625
199	1	1.0
200	0	1.0
200	1	1.0
201	0	0.408
201	1	0.4722222222222222
201	2	0.4722222222222222
202	0	1.0
202	1	1.0
203	0	0.6666666666666666
203	1	1.0
