Character Number	State Number	SimJ Partial Precision
104	1	0.6785714285714286
105	0	0.00505348269182178
105	1	0.002746422784323419
106	0	0.059551739518287246
106	1	0.07708988831624809
107	0	1.0
107	1	1.0
108	0	0.375
108	1	0.2909090909090909
109	0	1.0
109	1	1.0
110	0	0.9310344827586207
110	1	0.9310344827586207
110	2	0.9310344827586207
111	0	0.08753039249739493
111	1	0.11186079545454546
112	0	0.4717647058823529
112	1	0.575
113	0	0.0007557791040108415
113	1	0.0007557791040108415
114	0	0.1956521739130435
114	1	0.17685589519650655
115	0	0.4481087801087802
115	1	0.22688060731538992
115	2	0.3795944500731735
115	3	0.002886002886002886
116	0	0.0019491642220078361
116	1	0.0019491642220078361
117	0	0.34235451486941126
117	1	0.8193573667711598
118	0	1.0
118	1	1.0
119	0	0.0028285465622280245
119	1	0.0028285465622280245
120	0	0.8333333333333334
120	1	0.8333333333333334
121	0	0.01651376146788991
121	1	0.018329938900203666
122	0	0.008054674151818403
122	1	0.008054674151818403
123	0	0.16499077490774908
123	1	0.15498154981549817
124	0	0.3673469387755102
124	1	0.6818181818181818
125	0	0.2815019450575203
125	2	0.0030112865679764807
125	1	0.15546125382297377
126	0	1.0
126	1	1.0
127	0	0.04588034870247852
127	1	0.4925005404804821
127	2	0.16995073891625614
128	0	1.0
128	1	1.0
129	0	0.49451562976245605
129	1	0.7289719626168224
130	0	0.005914659907055344
130	1	0.01440526754717713
131	0	0.04306567013542456
131	1	0.04241942970466773
132	0	0.27358490566037735
132	1	0.27358490566037735
133	0	0.927891156462585
133	1	0.8117913832199547
134	0	0.8227848101265823
134	1	0.8227848101265823
134	2	0.8227848101265823
135	0	0.5833333333333334
135	1	0.5833333333333334
136	0	1.0
136	1	1.0
137	0	1.0
137	1	1.0
137	2	1.0
138	0	1.0
138	1	1.0
139	0	0.8064516129032258
139	1	0.8064516129032258
140	0	0.008845593998432426
140	1	0.007404630237135627
141	0	0.0056685561853951315
141	1	0.007510109763142692
142	0	0.1000200109024917
142	1	0.19402985074626866
142	2	0.5098039215686274
143	0	1.0
143	1	1.0
144	0	0.06830122591943957
144	1	0.05277401894451962
145	0	1.0
145	1	1.0
145	2	1.0
145	3	1.0
146	0	0.36963108180360005
146	1	0.42751133708945993
147	0	0.9310344827586207
147	1	0.9310344827586207
148	0	0.2962962962962963
148	1	0.2962962962962963
148	2	0.2962962962962963
149	0	1.0
149	1	1.0
150	0	0.0
150	1	0.0
150	2	0.0
150	3	0.0
151	0	0.8787878787878788
151	1	0.8787878787878788
152	0	0.21428571428571427
152	1	0.21428571428571427
153	0	0.19298245614035087
153	1	0.19298245614035087
154	0	0.85
154	1	0.85
155	0	0.0026666666666666666
155	1	0.5010683760683761
156	0	0.2835820895522388
156	1	0.2835820895522388
157	0	1.0
157	1	1.0
158	0	0.18333333333333332
158	1	0.18333333333333332
159	0	0.002379952400951981
159	1	0.002846140967687929
160	0	0.10972222222222222
160	1	0.175
161	0	0.1
161	1	0.1
162	0	0.9583333333333334
162	1	0.9583333333333334
163	0	0.8
163	1	1.0
164	0	1.0
164	1	1.0
165	0	0.31478537469997203
165	1	0.11875452247165919
166	0	0.5930762222897055
166	1	0.3922219341457091
166	2	0.5930762222897055
167	0	1.0
167	1	1.0
168	0	0.16666666666666666
168	1	0.1060842433697348
169	0	0.22267206477732793
169	1	0.07834757834757834
170	0	0.12378640776699029
170	1	0.12378640776699029
170	2	0.12378640776699029
171	0	0.02181208053691275
171	1	0.028199566160520606
172	0	0.25
172	1	0.004971269933501194
173	0	1.0
173	1	1.0
174	0	1.0
174	1	1.0
175	0	0.32539682539682535
175	1	0.5769230769230769
176	0	0.37209302325581395
176	1	0.37209302325581395
177	0	1.0
177	1	1.0
178	0	0.551759410801964
178	1	0.011050735893213754
179	0	0.35365853658536583
179	1	0.35365853658536583
180	0	1.0
180	1	1.0
180	2	1.0
181	0	0.27676493862495755
181	1	0.19186514785410194
181	2	0.2810077519379845
182	0	0.6219512195121951
182	1	0.6219512195121951
182	2	0.06367041198501873
183	0	0.0
183	1	0.0
184	0	0.9135802469135802
184	1	0.9135802469135802
184	2	0.9135802469135802
184	3	0.6607142857142857
185	0	0.22619263558860875
185	1	0.8558682223747426
186	0	0.4739432851792402
186	1	0.22419928825622776
186	2	0.08108108108108109
186	3	0.27449799531777413
187	0	0.047758466468143884
187	1	0.23899613899613897
188	0	1.0
188	1	0.36363636363636365
188	2	0.36363636363636365
189	0	1.0
189	1	0.25
190	0	0.4067796610169492
190	1	0.28465393886061907
190	2	0.26173667005466583
191	0	0.09444444444444444
191	1	0.06666666666666667
192	0	0.1693211690119066
192	1	0.1693211690119066
193	0	0.9705882352941176
193	1	0.9705882352941176
194	0	0.2891566265060241
194	1	0.2891566265060241
195	0	0.7222222222222222
195	1	1.0
196	0	0.36549595434576143
196	1	0.4166666666666667
196	2	1.0
197	0	0.3283582089552239
197	1	0.3283582089552239
198	0	0.26411960132890366
198	1	0.5145631067961165
199	0	0.31802120141342755
199	1	0.37037037037037035
200	0	0.9239130434782609
200	1	0.9239130434782609
201	0	0.75
201	1	0.375
201	2	1.0
202	0	1.0
202	1	1.0
203	0	1.0
203	1	1.0
